country_region,date,confirmed,deaths,lat,long,recovered
Brazil,2020-3-19,621.0,6.0,-14.235,-51.9253,2.0
Brunei,2020-3-19,75.0,0.0,4.5353,114.7277,0.0
Bulgaria,2020-3-19,94.0,3.0,42.7339,25.4858,0.0
Burkina Faso,2020-3-19,33.0,1.0,12.2383,-1.5616,0.0
Cabo Verde,2020-3-19,0.0,0.0,16.5388,-23.0418,0.0
Cambodia,2020-3-19,37.0,0.0,11.55,104.9167,1.0
Cameroon,2020-3-19,13.0,0.0,3.848,11.5021,0.0
Canada,2020-3-19,800.0,9.0,49.2827,-123.1207,9.0
Cape Verde,2020-3-19,0.0,0.0,15.1111,-23.6167,0.0
Central African Republic,2020-3-19,1.0,0.0,6.6111,20.9394,0.0
Chad,2020-3-19,1.0,0.0,15.4542,18.7322,0.0
Chile,2020-3-19,238.0,0.0,-35.6751,-71.543,0.0
China,2020-3-19,81156.0,3249.0,30.9756,112.2707,70535.0
Colombia,2020-3-19,102.0,0.0,4.5709,-74.2973,1.0
Congo (Brazzaville),2020-3-19,3.0,0.0,-4.0383,21.7587,0.0
Congo (Kinshasa),2020-3-19,14.0,0.0,-4.0383,21.7587,0.0
Costa Rica,2020-3-19,69.0,1.0,9.7489,-83.7534,0.0
Cote d'Ivoire,2020-3-19,9.0,0.0,7.54,-5.5471,1.0
Croatia,2020-3-19,105.0,1.0,45.1,15.2,5.0
Cuba,2020-3-19,11.0,1.0,22.0,-80.0,0.0
Cyprus,2020-3-19,67.0,0.0,35.1264,33.4299,0.0
Czechia,2020-3-19,694.0,0.0,49.8175,15.473,3.0
Denmark,2020-3-19,1225.0,6.0,56.2639,9.5018,1.0
Djibouti,2020-3-19,1.0,0.0,11.8251,42.5903,0.0
Dominica,2020-3-19,0.0,0.0,15.415,-61.371,0.0
Dominican Republic,2020-3-19,34.0,2.0,18.7357,-70.1627,0.0
East Timor,2020-3-19,0.0,0.0,-8.55,125.56,0.0
Ecuador,2020-3-19,199.0,3.0,-1.8312,-78.1834,0.0
Egypt,2020-3-19,256.0,6.0,26.0,30.0,32.0
El Salvador,2020-3-19,1.0,0.0,13.7942,-88.8965,0.0
Equatorial Guinea,2020-3-19,6.0,0.0,1.5,10.0,0.0
Eritrea,2020-3-19,0.0,0.0,15.1794,39.7823,0.0
Estonia,2020-3-19,267.0,0.0,58.5953,25.0136,1.0
Eswatini,2020-3-19,1.0,0.0,-26.5225,31.4659,0.0
Ethiopia,2020-3-19,6.0,0.0,9.145,40.4897,0.0
Fiji,2020-3-19,1.0,0.0,-17.7134,178.065,0.0
Finland,2020-3-19,400.0,0.0,64.0,26.0,10.0
France,2020-3-19,10947.0,243.0,46.2276,2.2137,12.0
French Guiana,2020-3-19,0.0,0.0,3.9339,-53.1258,0.0
Gabon,2020-3-19,1.0,0.0,-0.8037,11.6094,0.0
"Gambia, The",2020-3-19,1.0,0.0,13.4432,-15.3101,0.0
Georgia,2020-3-19,40.0,0.0,42.3154,43.3569,1.0
Germany,2020-3-19,15320.0,44.0,51.0,9.0,113.0
Ghana,2020-3-19,11.0,0.0,7.9465,-1.0232,0.0
Greece,2020-3-19,418.0,6.0,39.0742,21.8243,8.0
Greenland,2020-3-19,0.0,0.0,72.0,-40.0,0.0
Grenada,2020-3-19,0.0,0.0,12.1165,-61.679,0.0
Guadeloupe,2020-3-19,0.0,0.0,16.265,-61.551,0.0
Guam,2020-3-19,0.0,0.0,13.4443,144.7937,0.0
Guatemala,2020-3-19,9.0,1.0,15.7835,-90.2308,0.0
Guernsey,2020-3-19,0.0,0.0,49.45,-2.58,0.0
Guinea,2020-3-19,1.0,0.0,9.9456,-9.6966,0.0
Guyana,2020-3-19,7.0,1.0,5.0,-58.75,0.0
Haiti,2020-3-19,0.0,0.0,18.9712,-72.2852,0.0
Holy See,2020-3-19,1.0,0.0,41.9029,12.4534,0.0
Honduras,2020-3-19,12.0,0.0,15.2,-86.2419,0.0
Hungary,2020-3-19,73.0,1.0,47.1625,19.5033,2.0
Iceland,2020-3-19,330.0,1.0,64.9631,-19.0208,5.0
India,2020-3-19,194.0,4.0,21.0,78.0,15.0
Indonesia,2020-3-19,311.0,25.0,-0.7893,113.9213,11.0
Iran,2020-3-19,18407.0,1284.0,32.0,53.0,5710.0
Iraq,2020-3-19,192.0,13.0,33.0,44.0,43.0
Ireland,2020-3-19,557.0,3.0,53.1424,-7.6921,5.0
Israel,2020-3-19,677.0,0.0,31.0,35.0,11.0
Italy,2020-3-19,41035.0,3405.0,43.0,12.0,4440.0
Jamaica,2020-3-19,15.0,1.0,18.1096,-77.2975,2.0
Japan,2020-3-19,924.0,29.0,36.0,138.0,150.0
Jersey,2020-3-19,0.0,0.0,49.19,-2.11,0.0
Jordan,2020-3-19,69.0,0.0,31.24,36.51,1.0
Kazakhstan,2020-3-19,44.0,0.0,48.0196,66.9237,0.0
Kenya,2020-3-19,7.0,0.0,-0.0236,37.9062,0.0
Kosovo,2020-3-19,2.0,0.0,42.6026,20.903,0.0
Kuwait,2020-3-19,148.0,0.0,29.5,47.75,18.0
Kyrgyzstan,2020-3-19,3.0,0.0,41.2044,74.7661,0.0
Latvia,2020-3-19,86.0,0.0,56.8796,24.6032,1.0
Lebanon,2020-3-19,157.0,4.0,33.8547,35.8623,4.0
Liberia,2020-3-19,2.0,0.0,6.4281,-9.4295,0.0
Liechtenstein,2020-3-19,28.0,0.0,47.14,9.55,0.0
Lithuania,2020-3-19,36.0,0.0,55.1694,23.8813,1.0
Luxembourg,2020-3-19,335.0,4.0,49.8153,6.1296,0.0
Madagascar,2020-3-19,0.0,0.0,-18.7669,46.8691,0.0
Malaysia,2020-3-19,900.0,2.0,2.5,112.5,75.0
Maldives,2020-3-19,13.0,0.0,3.2028,73.2207,0.0
Malta,2020-3-19,53.0,0.0,35.9375,14.3754,2.0
Martinique,2020-3-19,23.0,1.0,14.6415,-61.0242,0.0
Mauritania,2020-3-19,2.0,0.0,21.0079,10.9408,0.0
Mauritius,2020-3-19,3.0,0.0,-20.2,57.5,0.0
Mayotte,2020-3-19,0.0,0.0,-12.8275,45.1662,0.0
Mexico,2020-3-19,118.0,1.0,23.6345,-102.5528,4.0
Moldova,2020-3-19,49.0,1.0,47.4116,28.3699,1.0
Monaco,2020-3-19,7.0,0.0,43.7333,7.4167,0.0
Mongolia,2020-3-19,6.0,0.0,46.8625,103.8467,0.0
Montenegro,2020-3-19,3.0,0.0,42.5,19.3,0.0
Morocco,2020-3-19,63.0,2.0,31.7917,-7.0926,1.0
Mozambique,2020-3-19,0.0,0.0,-18.6657,35.5296,0.0
Namibia,2020-3-19,3.0,0.0,-22.9576,18.4904,0.0
Nepal,2020-3-19,1.0,0.0,28.1667,84.25,1.0
Netherlands,2020-3-19,2467.0,77.0,52.1326,5.2913,2.0
New Zealand,2020-3-19,28.0,0.0,-40.9006,174.886,0.0
Nicaragua,2020-3-19,1.0,0.0,12.8654,-85.2072,0.0
Niger,2020-3-19,0.0,0.0,17.6078,8.0817,0.0
Nigeria,2020-3-19,8.0,0.0,9.082,8.6753,1.0
North Macedonia,2020-3-19,48.0,0.0,41.6086,21.7453,1.0
Norway,2020-3-19,1746.0,7.0,60.472,8.4689,1.0
Oman,2020-3-19,48.0,0.0,21.0,57.0,12.0
Pakistan,2020-3-19,454.0,2.0,30.3753,69.3451,13.0
Panama,2020-3-19,109.0,1.0,8.538,-80.7821,0.0
Papua New Guinea,2020-3-19,0.0,0.0,-6.315,143.9555,0.0
Paraguay,2020-3-19,11.0,0.0,-23.4425,-58.4438,0.0
Peru,2020-3-19,234.0,0.0,-9.19,-75.0152,1.0
Philippines,2020-3-19,217.0,17.0,13.0,122.0,8.0
Poland,2020-3-19,355.0,5.0,51.9194,19.1451,1.0
Portugal,2020-3-19,785.0,3.0,39.3999,-8.2245,3.0
Puerto Rico,2020-3-19,0.0,0.0,18.2,-66.5,0.0
Qatar,2020-3-19,460.0,0.0,25.3548,51.1839,4.0
Republic of the Congo,2020-3-19,0.0,0.0,-1.44,15.556,0.0
Reunion,2020-3-19,0.0,0.0,-21.1151,55.5364,0.0
Romania,2020-3-19,277.0,0.0,45.9432,24.9668,25.0
Russia,2020-3-19,199.0,1.0,60.0,90.0,9.0
Rwanda,2020-3-19,8.0,0.0,-1.9403,29.8739,0.0
Saint Lucia,2020-3-19,2.0,0.0,13.9094,-60.9789,0.0
Saint Vincent and the Grenadines,2020-3-19,1.0,0.0,12.9843,-61.2872,0.0
San Marino,2020-3-19,119.0,11.0,43.9424,12.4578,4.0
Saudi Arabia,2020-3-19,274.0,0.0,24.0,45.0,6.0
Senegal,2020-3-19,31.0,0.0,14.4974,-14.4524,2.0
Serbia,2020-3-19,103.0,0.0,44.0165,21.0059,1.0
Seychelles,2020-3-19,6.0,0.0,-4.6796,55.492,0.0
Singapore,2020-3-19,345.0,0.0,1.2833,103.8333,114.0
Slovakia,2020-3-19,123.0,1.0,48.669,19.699,0.0
Slovenia,2020-3-19,286.0,1.0,46.1512,14.9955,0.0
Somalia,2020-3-19,1.0,0.0,5.1521,46.1996,0.0
South Africa,2020-3-19,150.0,0.0,-30.5595,22.9375,0.0
South Korea,2020-3-19,8565.0,91.0,36.0,128.0,1540.0
Spain,2020-3-19,17963.0,830.0,40.0,-4.0,1107.0
Sri Lanka,2020-3-19,60.0,0.0,7.0,81.0,3.0
Sudan,2020-3-19,2.0,1.0,12.8628,30.2176,0.0
Suriname,2020-3-19,1.0,0.0,3.9193,-56.0278,0.0
Sweden,2020-3-19,1439.0,11.0,63.0,16.0,16.0
Switzerland,2020-3-19,4075.0,41.0,46.8182,8.2275,15.0
Syria,2020-3-19,0.0,0.0,34.8021,38.9968,0.0
Taiwan*,2020-3-19,108.0,1.0,23.7,121.0,26.0
Tanzania,2020-3-19,6.0,0.0,-6.369,34.8888,0.0
Thailand,2020-3-19,272.0,1.0,15.0,101.0,42.0
The Bahamas,2020-3-19,0.0,0.0,24.25,-76.0,0.0
The Gambia,2020-3-19,0.0,0.0,13.4667,-16.6,0.0
Timor-Leste,2020-3-19,0.0,0.0,-8.8742,125.7275,0.0
Togo,2020-3-19,1.0,0.0,8.6195,0.8248,0.0
Trinidad and Tobago,2020-3-19,9.0,0.0,10.6918,-61.2225,0.0
Tunisia,2020-3-19,39.0,1.0,34.0,9.0,0.0
Turkey,2020-3-19,192.0,3.0,38.9637,35.2433,0.0
Uganda,2020-3-19,0.0,0.0,1.0,32.0,0.0
Ukraine,2020-3-19,16.0,2.0,48.3794,31.1656,0.0
United Arab Emirates,2020-3-19,140.0,0.0,24.0,54.0,31.0
United Kingdom,2020-3-19,2716.0,138.0,49.3723,-2.3644,67.0
Uruguay,2020-3-19,79.0,0.0,-32.5228,-55.7658,0.0
US,2020-3-19,13677.0,200.0,47.4009,-121.4905,0.0
Uzbekistan,2020-3-19,23.0,0.0,41.3775,64.5853,0.0
Venezuela,2020-3-19,42.0,0.0,6.4238,-66.5897,0.0
Vietnam,2020-3-19,85.0,0.0,16.0,108.0,16.0
Zambia,2020-3-19,2.0,0.0,-15.4167,28.2833,0.0
Zimbabwe,2020-3-19,0.0,0.0,-20.0,30.0,0.0
Afghanistan,2020-3-20,24.0,0.0,33.0,65.0,1.0
Albania,2020-3-20,70.0,2.0,41.1533,20.1683,0.0
Algeria,2020-3-20,90.0,11.0,28.0339,1.6596,32.0
Andorra,2020-3-20,75.0,0.0,42.5063,1.5218,1.0
Angola,2020-3-20,1.0,0.0,-11.2027,17.8739,0.0
Antigua and Barbuda,2020-3-20,1.0,0.0,17.0608,-61.7964,0.0
Argentina,2020-3-20,128.0,3.0,-38.4161,-63.6167,3.0
Armenia,2020-3-20,136.0,0.0,40.0691,45.0382,1.0
Australia,2020-3-20,791.0,7.0,-25.2743988,133.7751312,26.0
Austria,2020-3-20,2388.0,6.0,47.5162,14.5501,9.0
Azerbaijan,2020-3-20,44.0,1.0,40.1431,47.5769,6.0
"Bahamas, The",2020-3-20,3.0,0.0,25.0343,-77.3963,0.0
Bahrain,2020-3-20,285.0,1.0,26.0275,50.55,100.0
Bangladesh,2020-3-20,20.0,1.0,23.685,90.3563,3.0
Barbados,2020-3-20,5.0,0.0,13.1939,-59.5432,0.0
Belarus,2020-3-20,69.0,0.0,53.7098,27.9534,5.0
Belgium,2020-3-20,2257.0,37.0,50.8333,4.0,1.0
Benin,2020-3-20,2.0,0.0,9.3077,2.3158,0.0
Bhutan,2020-3-20,2.0,0.0,27.5142,90.4336,0.0
Bolivia,2020-3-20,15.0,0.0,-16.2902,-63.5887,0.0
Bosnia and Herzegovina,2020-3-20,89.0,0.0,43.9159,17.6791,2.0
Brazil,2020-3-20,793.0,11.0,-14.235,-51.9253,2.0
Brunei,2020-3-20,78.0,0.0,4.5353,114.7277,1.0
Bulgaria,2020-3-20,127.0,3.0,42.7339,25.4858,0.0
Burkina Faso,2020-3-20,40.0,1.0,12.2383,-1.5616,0.0
Cabo Verde,2020-3-20,1.0,0.0,16.5388,-23.0418,0.0
Cambodia,2020-3-20,51.0,0.0,11.55,104.9167,1.0
Cameroon,2020-3-20,20.0,0.0,3.848,11.5021,0.0
Canada,2020-3-20,943.0,12.0,49.2827,-123.1207,9.0
Cape Verde,2020-3-20,0.0,0.0,15.1111,-23.6167,0.0
Central African Republic,2020-3-20,3.0,0.0,6.6111,20.9394,0.0
Chad,2020-3-20,1.0,0.0,15.4542,18.7322,0.0
Chile,2020-3-20,434.0,0.0,-35.6751,-71.543,6.0
China,2020-3-20,81250.0,3253.0,30.9756,112.2707,71266.0
Colombia,2020-3-20,128.0,0.0,4.5709,-74.2973,1.0
Congo (Brazzaville),2020-3-20,3.0,0.0,-4.0383,21.7587,0.0
Congo (Kinshasa),2020-3-20,18.0,0.0,-4.0383,21.7587,0.0
Costa Rica,2020-3-20,89.0,1.0,9.7489,-83.7534,0.0
Cote d'Ivoire,2020-3-20,9.0,0.0,7.54,-5.5471,1.0
Croatia,2020-3-20,128.0,1.0,45.1,15.2,5.0
Cuba,2020-3-20,16.0,1.0,22.0,-80.0,0.0
Cyprus,2020-3-20,67.0,0.0,35.1264,33.4299,0.0
Czechia,2020-3-20,833.0,0.0,49.8175,15.473,4.0
Denmark,2020-3-20,1337.0,9.0,56.2639,9.5018,1.0
Djibouti,2020-3-20,1.0,0.0,11.8251,42.5903,0.0
Dominica,2020-3-20,0.0,0.0,15.415,-61.371,0.0
Dominican Republic,2020-3-20,72.0,2.0,18.7357,-70.1627,0.0
East Timor,2020-3-20,0.0,0.0,-8.55,125.56,0.0
Ecuador,2020-3-20,367.0,5.0,-1.8312,-78.1834,0.0
Egypt,2020-3-20,285.0,8.0,26.0,30.0,39.0
El Salvador,2020-3-20,1.0,0.0,13.7942,-88.8965,0.0
Equatorial Guinea,2020-3-20,6.0,0.0,1.5,10.0,0.0
Eritrea,2020-3-20,0.0,0.0,15.1794,39.7823,0.0
Estonia,2020-3-20,283.0,0.0,58.5953,25.0136,1.0
Eswatini,2020-3-20,1.0,0.0,-26.5225,31.4659,0.0
Ethiopia,2020-3-20,9.0,0.0,9.145,40.4897,0.0
Fiji,2020-3-20,1.0,0.0,-17.7134,178.065,0.0
Finland,2020-3-20,450.0,0.0,64.0,26.0,10.0
France,2020-3-20,12726.0,450.0,46.2276,2.2137,12.0
French Guiana,2020-3-20,0.0,0.0,3.9339,-53.1258,0.0
Gabon,2020-3-20,3.0,1.0,-0.8037,11.6094,0.0
"Gambia, The",2020-3-20,1.0,0.0,13.4432,-15.3101,0.0
Georgia,2020-3-20,43.0,0.0,42.3154,43.3569,1.0
Germany,2020-3-20,19848.0,67.0,51.0,9.0,180.0
Ghana,2020-3-20,16.0,0.0,7.9465,-1.0232,0.0
Greece,2020-3-20,495.0,6.0,39.0742,21.8243,19.0
Greenland,2020-3-20,0.0,0.0,72.0,-40.0,0.0
Grenada,2020-3-20,0.0,0.0,12.1165,-61.679,0.0
Guadeloupe,2020-3-20,0.0,0.0,16.265,-61.551,0.0
Guam,2020-3-20,0.0,0.0,13.4443,144.7937,0.0
Guatemala,2020-3-20,12.0,1.0,15.7835,-90.2308,0.0
Guernsey,2020-3-20,0.0,0.0,49.45,-2.58,0.0
Guinea,2020-3-20,1.0,0.0,9.9456,-9.6966,0.0
Guyana,2020-3-20,7.0,1.0,5.0,-58.75,0.0
Haiti,2020-3-20,2.0,0.0,18.9712,-72.2852,0.0
Holy See,2020-3-20,1.0,0.0,41.9029,12.4534,0.0
Honduras,2020-3-20,24.0,0.0,15.2,-86.2419,0.0
Hungary,2020-3-20,85.0,3.0,47.1625,19.5033,2.0
Iceland,2020-3-20,409.0,0.0,64.9631,-19.0208,5.0
India,2020-3-20,244.0,5.0,21.0,78.0,20.0
Indonesia,2020-3-20,369.0,32.0,-0.7893,113.9213,15.0
Iran,2020-3-20,19644.0,1433.0,32.0,53.0,6745.0
Iraq,2020-3-20,208.0,17.0,33.0,44.0,49.0
Ireland,2020-3-20,683.0,3.0,53.1424,-7.6921,5.0
Israel,2020-3-20,705.0,0.0,31.0,35.0,14.0
Italy,2020-3-20,47021.0,4032.0,43.0,12.0,4440.0
Jamaica,2020-3-20,16.0,1.0,18.1096,-77.2975,2.0
Japan,2020-3-20,963.0,33.0,36.0,138.0,191.0
Jersey,2020-3-20,0.0,0.0,49.19,-2.11,0.0
Jordan,2020-3-20,85.0,0.0,31.24,36.51,1.0
Kazakhstan,2020-3-20,49.0,3.0,48.0196,66.9237,0.0
Kenya,2020-3-20,7.0,0.0,-0.0236,37.9062,0.0
Kosovo,2020-3-20,2.0,0.0,42.6026,20.903,0.0
Kuwait,2020-3-20,159.0,0.0,29.5,47.75,18.0
Kyrgyzstan,2020-3-20,6.0,0.0,41.2044,74.7661,0.0
Latvia,2020-3-20,111.0,0.0,56.8796,24.6032,1.0
Lebanon,2020-3-20,163.0,4.0,33.8547,35.8623,4.0
Liberia,2020-3-20,2.0,0.0,6.4281,-9.4295,0.0
Liechtenstein,2020-3-20,28.0,0.0,47.14,9.55,0.0
Lithuania,2020-3-20,49.0,0.0,55.1694,23.8813,1.0
Luxembourg,2020-3-20,484.0,4.0,49.8153,6.1296,0.0
Madagascar,2020-3-20,3.0,0.0,-18.7669,46.8691,0.0
Malaysia,2020-3-20,1030.0,3.0,2.5,112.5,87.0
Maldives,2020-3-20,13.0,0.0,3.2028,73.2207,0.0
Malta,2020-3-20,64.0,0.0,35.9375,14.3754,2.0
Martinique,2020-3-20,32.0,1.0,14.6415,-61.0242,0.0
Mauritania,2020-3-20,2.0,0.0,21.0079,10.9408,0.0
Mauritius,2020-3-20,12.0,0.0,-20.2,57.5,0.0
Mayotte,2020-3-20,0.0,0.0,-12.8275,45.1662,0.0
Mexico,2020-3-20,164.0,1.0,23.6345,-102.5528,4.0
Moldova,2020-3-20,66.0,1.0,47.4116,28.3699,1.0
Monaco,2020-3-20,11.0,0.0,43.7333,7.4167,0.0
Mongolia,2020-3-20,6.0,0.0,46.8625,103.8467,0.0
Montenegro,2020-3-20,14.0,0.0,42.5,19.3,0.0
Morocco,2020-3-20,77.0,3.0,31.7917,-7.0926,1.0
Mozambique,2020-3-20,0.0,0.0,-18.6657,35.5296,0.0
Namibia,2020-3-20,3.0,0.0,-22.9576,18.4904,0.0
Nepal,2020-3-20,1.0,0.0,28.1667,84.25,1.0
Netherlands,2020-3-20,3003.0,107.0,52.1326,5.2913,2.0
New Zealand,2020-3-20,39.0,0.0,-40.9006,174.886,0.0
Nicaragua,2020-3-20,1.0,0.0,12.8654,-85.2072,0.0
Niger,2020-3-20,1.0,0.0,17.6078,8.0817,0.0
Nigeria,2020-3-20,12.0,0.0,9.082,8.6753,1.0
North Macedonia,2020-3-20,67.0,0.0,41.6086,21.7453,1.0
Norway,2020-3-20,1914.0,7.0,60.472,8.4689,1.0
Oman,2020-3-20,48.0,0.0,21.0,57.0,12.0
Pakistan,2020-3-20,501.0,3.0,30.3753,69.3451,13.0
Panama,2020-3-20,137.0,1.0,8.538,-80.7821,0.0
Papua New Guinea,2020-3-20,1.0,0.0,-6.315,143.9555,0.0
Paraguay,2020-3-20,13.0,0.0,-23.4425,-58.4438,0.0
Peru,2020-3-20,234.0,3.0,-9.19,-75.0152,1.0
Philippines,2020-3-20,230.0,18.0,13.0,122.0,8.0
Poland,2020-3-20,425.0,5.0,51.9194,19.1451,1.0
Portugal,2020-3-20,1020.0,6.0,39.3999,-8.2245,5.0
Puerto Rico,2020-3-20,0.0,0.0,18.2,-66.5,0.0
Qatar,2020-3-20,470.0,0.0,25.3548,51.1839,10.0
Republic of the Congo,2020-3-20,0.0,0.0,-1.44,15.556,0.0
Reunion,2020-3-20,0.0,0.0,-21.1151,55.5364,0.0
Romania,2020-3-20,308.0,0.0,45.9432,24.9668,25.0
Russia,2020-3-20,253.0,1.0,60.0,90.0,9.0
Rwanda,2020-3-20,17.0,0.0,-1.9403,29.8739,0.0
Saint Lucia,2020-3-20,2.0,0.0,13.9094,-60.9789,0.0
Saint Vincent and the Grenadines,2020-3-20,1.0,0.0,12.9843,-61.2872,0.0
San Marino,2020-3-20,144.0,14.0,43.9424,12.4578,4.0
Saudi Arabia,2020-3-20,344.0,0.0,24.0,45.0,8.0
Senegal,2020-3-20,38.0,0.0,14.4974,-14.4524,2.0
Serbia,2020-3-20,135.0,1.0,44.0165,21.0059,1.0
Seychelles,2020-3-20,7.0,0.0,-4.6796,55.492,0.0
Singapore,2020-3-20,385.0,0.0,1.2833,103.8333,124.0
Slovakia,2020-3-20,137.0,1.0,48.669,19.699,0.0
Slovenia,2020-3-20,341.0,1.0,46.1512,14.9955,0.0
Somalia,2020-3-20,1.0,0.0,5.1521,46.1996,0.0
South Africa,2020-3-20,202.0,0.0,-30.5595,22.9375,0.0
South Korea,2020-3-20,8652.0,94.0,36.0,128.0,1540.0
Spain,2020-3-20,20410.0,1043.0,40.0,-4.0,1588.0
Sri Lanka,2020-3-20,73.0,0.0,7.0,81.0,3.0
Sudan,2020-3-20,2.0,1.0,12.8628,30.2176,0.0
Suriname,2020-3-20,4.0,0.0,3.9193,-56.0278,0.0
Sweden,2020-3-20,1639.0,16.0,63.0,16.0,16.0
Switzerland,2020-3-20,5294.0,54.0,46.8182,8.2275,15.0
Syria,2020-3-20,0.0,0.0,34.8021,38.9968,0.0
Taiwan*,2020-3-20,135.0,2.0,23.7,121.0,26.0
Tanzania,2020-3-20,6.0,0.0,-6.369,34.8888,0.0
Thailand,2020-3-20,322.0,1.0,15.0,101.0,42.0
The Bahamas,2020-3-20,0.0,0.0,24.25,-76.0,0.0
The Gambia,2020-3-20,0.0,0.0,13.4667,-16.6,0.0
Timor-Leste,2020-3-20,0.0,0.0,-8.8742,125.7275,0.0
Togo,2020-3-20,9.0,0.0,8.6195,0.8248,1.0
Trinidad and Tobago,2020-3-20,9.0,0.0,10.6918,-61.2225,0.0
Tunisia,2020-3-20,54.0,1.0,34.0,9.0,0.0
Turkey,2020-3-20,359.0,4.0,38.9637,35.2433,0.0
Uganda,2020-3-20,0.0,0.0,1.0,32.0,0.0
Ukraine,2020-3-20,29.0,3.0,48.3794,31.1656,0.0
United Arab Emirates,2020-3-20,140.0,2.0,24.0,54.0,31.0
United Kingdom,2020-3-20,4014.0,178.0,49.3723,-2.3644,67.0
Uruguay,2020-3-20,94.0,0.0,-32.5228,-55.7658,0.0
US,2020-3-20,19100.0,244.0,47.4009,-121.4905,0.0
Uzbekistan,2020-3-20,33.0,0.0,41.3775,64.5853,0.0
Venezuela,2020-3-20,42.0,0.0,6.4238,-66.5897,0.0
Vietnam,2020-3-20,91.0,0.0,16.0,108.0,16.0
Zambia,2020-3-20,2.0,0.0,-15.4167,28.2833,0.0
Zimbabwe,2020-3-20,1.0,0.0,-20.0,30.0,0.0
Afghanistan,2020-3-21,24.0,0.0,33.0,65.0,1.0
Albania,2020-3-21,76.0,2.0,41.1533,20.1683,2.0
Algeria,2020-3-21,139.0,15.0,28.0339,1.6596,32.0
Andorra,2020-3-21,88.0,0.0,42.5063,1.5218,1.0
Angola,2020-3-21,2.0,0.0,-11.2027,17.8739,0.0
Antigua and Barbuda,2020-3-21,1.0,0.0,17.0608,-61.7964,0.0
Argentina,2020-3-21,158.0,4.0,-38.4161,-63.6167,3.0
Armenia,2020-3-21,160.0,0.0,40.0691,45.0382,1.0
Australia,2020-3-21,1071.0,7.0,-25.2743988,133.7751312,26.0
Austria,2020-3-21,2814.0,8.0,47.5162,14.5501,9.0
Azerbaijan,2020-3-21,53.0,1.0,40.1431,47.5769,11.0
"Bahamas, The",2020-3-21,4.0,0.0,25.0343,-77.3963,0.0
Bahrain,2020-3-21,305.0,1.0,26.0275,50.55,125.0
Bangladesh,2020-3-21,25.0,2.0,23.685,90.3563,3.0
Barbados,2020-3-21,6.0,0.0,13.1939,-59.5432,0.0
Belarus,2020-3-21,76.0,0.0,53.7098,27.9534,15.0
Belgium,2020-3-21,2815.0,67.0,50.8333,4.0,263.0
Benin,2020-3-21,2.0,0.0,9.3077,2.3158,0.0
Bhutan,2020-3-21,2.0,0.0,27.5142,90.4336,0.0
Bolivia,2020-3-21,19.0,0.0,-16.2902,-63.5887,0.0
Bosnia and Herzegovina,2020-3-21,93.0,1.0,43.9159,17.6791,2.0
Brazil,2020-3-21,1021.0,15.0,-14.235,-51.9253,2.0
Brunei,2020-3-21,83.0,0.0,4.5353,114.7277,2.0
Bulgaria,2020-3-21,163.0,3.0,42.7339,25.4858,3.0
Burkina Faso,2020-3-21,64.0,2.0,12.2383,-1.5616,5.0
Cabo Verde,2020-3-21,3.0,0.0,16.5388,-23.0418,0.0
Cambodia,2020-3-21,53.0,0.0,11.55,104.9167,1.0
Cameroon,2020-3-21,27.0,0.0,3.848,11.5021,0.0
Canada,2020-3-21,1278.0,19.0,49.2827,-123.1207,10.0
Cape Verde,2020-3-21,1.0,0.0,15.1111,-23.6167,0.0
Central African Republic,2020-3-21,3.0,0.0,6.6111,20.9394,0.0
Chad,2020-3-21,1.0,0.0,15.4542,18.7322,0.0
Chile,2020-3-21,537.0,0.0,-35.6751,-71.543,6.0
China,2020-3-21,81305.0,3259.0,30.9756,112.2707,71857.0
Colombia,2020-3-21,196.0,0.0,4.5709,-74.2973,1.0
Congo (Brazzaville),2020-3-21,3.0,0.0,-4.0383,21.7587,0.0
Congo (Kinshasa),2020-3-21,23.0,1.0,-4.0383,21.7587,0.0
Costa Rica,2020-3-21,117.0,2.0,9.7489,-83.7534,2.0
Cote d'Ivoire,2020-3-21,14.0,0.0,7.54,-5.5471,1.0
Croatia,2020-3-21,206.0,1.0,45.1,15.2,5.0
Cuba,2020-3-21,21.0,1.0,22.0,-80.0,0.0
Cyprus,2020-3-21,84.0,0.0,35.1264,33.4299,0.0
Czechia,2020-3-21,995.0,0.0,49.8175,15.473,6.0
Denmark,2020-3-21,1420.0,13.0,56.2639,9.5018,1.0
Djibouti,2020-3-21,1.0,0.0,11.8251,42.5903,0.0
Dominica,2020-3-21,0.0,0.0,15.415,-61.371,0.0
Dominican Republic,2020-3-21,112.0,2.0,18.7357,-70.1627,0.0
East Timor,2020-3-21,1.0,0.0,-8.55,125.56,0.0
Ecuador,2020-3-21,506.0,7.0,-1.8312,-78.1834,3.0
Egypt,2020-3-21,294.0,10.0,26.0,30.0,41.0
El Salvador,2020-3-21,3.0,0.0,13.7942,-88.8965,0.0
Equatorial Guinea,2020-3-21,6.0,0.0,1.5,10.0,0.0
